order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD282994,ID0577518122,2019-11-07,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 2), ('Thunder line', 2)]",27140.0,77.31,-37.8244322,144.9757989,0,27217.31,Spring,False,0.8509,"great! best purchase i have made so far on a phone, definitely worth it.",True
ORD379775,ID0477079436,2019-12-17,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",14060.0,96.53,-37.8078471,144.9744618,10,12750.53,Summer,True,1.272,"camera is awesome outstanding camera!! doesn't seem to freeze or lock up like every other phone i've had. fast, efficient, and it looks way too",True
ORD426442,ID3218227004,2019-11-10,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1)]",6545.0,87.2,-37.8067528,144.9463506,10,5977.7,Spring,True,0.6621,"i reached out to digico, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  customer service couldn't help they basically told me to contact sprint to assist.  so thunder does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.",False
ORD030654,ID0846546204,2019-05-09,Nickolson,"[('Universe Note', 1), ('Thunder line', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",13360.0,64.62,-37.8187471,144.9678683,25,10084.62,Autumn,False,0.1489,"very resilient phone awesome phone. pretty resilient. husband has had one for years now- dropped many times and no crack, break, or issues of any kind. bought this for our oldest son. no problems at all.",True
ORD274334,ID5402876538,2019-12-19,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350.0,56.34,-37.8210595,144.977085,0,22406.34,Summer,False,0.7171,worst flip phone worst flip phone i ever had. it is difficult to open and the sound is terrible. my old lg vx8300 is far better than this phone.,False
ORD030833,ID2269263377,2019-10-29,Thompson,"[('Olivia x460', 1), ('Alcon 10', 2)]",19125.0,76.61,-37.8191715,144.9542421,25,14420.36,Spring,False,0.9598,"great value at an excellent price the google pixel is a stellar phone. i love how it is stock android, so no unnecessary apps. the size is perfect, making it feel like tablet that fits in my pocket.",True
ORD256447,ID1404216319,2019-12-13,,"[('Candle Inferno', 1), ('Olivia x460', 1), ('Thunder line', 2)]",6015.0,77.47,-37.8011379,144.9886054,25,4588.72,Summer,False,1.1454,i love this phone i love this phone. very fast and great screen size. super responsive. makes my old s4 seem like a model a,True
ORD103806,ID6167266618,2019-06-04,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1), ('Lucent 330S', 2), ('Alcon 10', 2)]",26035.0,49.11,-37.8114868,144.9645604,0,26084.11,Winter,False,0.9048,"bluetooth connection with auto is defective i like the usb-3 connection; it is easy to insert and charges quickly. the blue-tooth , however, is defective. connection to my jaguar f-pace is very unstable ever since android update 8-1-0. digico customer service has been very unhelpful and unable to resolve the problem.",False
ORD445375,ID0145245938,2019-01-10,Nickolson,"[('iStream', 2), ('Toshika 750', 1), ('pearTV', 2)]",17240.0,94.09,-37.8167395,144.9602506,15,14748.09,Summer,True,0.8435,five stars this phone is perfect for my daughter's bday.,True
ORD309901,ID1889198159,2019-06-18,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('Universe Note', 1)]",,73.95,-37.81317,144.95144,25,10292.7,Winter,True,0.3884,spectacular but .... beautiful and very fast. my only complaint is that it is not b4 which is the most in latin america....i can only use it on 3g,True
ORD436668,ID3293340264,2019-10-08,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 2), ('Candle Inferno', 1)]",6340.0,104.15,-37.8241101,144.9820311,5,6127.15,Spring,True,1.2575,bought for wife who is not into the techie word. she likes it - suggest buying a protective screen and padded case for it.,
ORD335625,ID3218293544,2019-12-20,Thompson,"[('iStream', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",7120.0,96.9,-37.8040253,144.9528506,25,5436.9,Summer,True,1.0887,nothing much it's really nice phone,True
ORD277791,ID5299391822,2019-07-26,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",7130.0,49.53,-37.8114219,144.9366916,15,6110.03,Winter,False,0.9232,"one star i never used this phone since i bought, was not charging",
ORD344823,ID6167344543,2019-04-17,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1)]",20080.0,63.31,-37.8117424,144.9702604,15,17131.31,Autumn,False,0.7654,four stars nice phone,True
ORD450525,ID0419632515,2019-02-27,Bakers,"[('Candle Inferno', 2), ('Universe Note', 1), ('Toshika 750', 2)]",12950.0,97.05,-37.8158995,144.9852018,5,12399.55,Summer,True,1.1,five stars excellent product,True
ORD006145,ID0373644746,2019-05-14,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 1)]",23230.0,71.31,,144.9212169,0,23301.31,Autumn,True,2.3245,had to buy it myself and i got know money back never buy anothet phone the phone came without a sims card or charger,False
ORD177154,ID1463547097,2019-06-19,Bakers,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175.0,52.87,-37.8189424,145.0023257,15,,Winter,False,1.1751,"sucks! i have had so many problems and issues with this phone. i don't receive phone calls, texts come 20 minutes late and i've had problems accessing the internet. worst phone i've ever had.",False
ORD126262,ID1495248920,2019-08-19,Nickolson,"[('Alcon 10', 1), ('Thunder line', 2), ('iAssist Line', 2), ('Olivia x460', 2)]",20210.0,57.97,-37.8194063,144.9638025,25,15215.47,Winter,True,0.5135,"useless battery the battery life is ridiculous, phone needs to be charged up to 5 times daily. i should be completely refunded for this junk!!!",False
ORD204458,ID3222703085,2019-07-18,Thompson,"[('Universe Note', 2), ('Alcon 10', 2)]",24800.0,66.64,-37.8019936,144.9443023,25,18666.64,Winter,False,1.2135,five stars awesome,True
ORD261677,ID0107156541,2019-10-02,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Thunder line', 2), ('pearTV', 1)]",18430.0,76.64,-37.8228754,144.9765218,10,16663.64,Spring,False,0.7764,good quality everything was ok,True
ORD336417,ID2905756475,2019-07-11,Thompson,"[('iStream', 1), ('Lucent 330S', 1)]",1380.0,65.05,-37.8057211,144.951488,0,1445.05,Winter,False,0.866,goes great with our thunder,True
ORD406008,ID3281123500,2019-02-17,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2), ('pearTV', 1)]",11900.0,79.0,-37.804787,144.9574515,10,10789.0,Summer,False,1.2667,great value son loves it best phone of his life,True
ORD457020,ID0355818836,2019-11-10,Bakers,"[('Toshika 750', 2), ('Olivia x460', 2), ('Thunder line', 1)]",13270.0,58.54,-37.8101377,144.9965834,5,12665.04,Spring,False,0.1199,bad bad,False
ORD202484,ID6206959532,2019-08-21,Thompson,"[('Universe Note', 2), ('Toshika 750', 1)]",11220.0,69.66,-37.8223792,144.9340469,0,11289.66,Winter,False,1.5744,five stars i would like to have a nother one i love it but cant find it onyour phone page,True
ORD174992,ID0660026700,2019-09-30,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('Thunder line', 1)]",8080.0,86.4,-37.8156484,144.9543811,25,6146.4,Spring,True,0.7233,i absolutely hate this phone it's so slow going from screen to screen ...as well as gets locked up constantly...its just aggravating to use anytime.,False
ORD034889,ID1899315964,2019-09-21,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790.0,91.87,-37.8257446,144.9400985,15,4163.37,Spring,True,1.5789,olivia a10 cellphone. phone does not work. returned.,False
ORD218059,ID0664378467,2019-12-20,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",21780.0,53.17,-37.8201538,144.9669628,5,20744.17,Summer,False,0.2862,"battery sucks the battery on this phone is a joke, i even paid for a replacement battery and the phone still drained it without remorse. i don't recommend this phone to anyone who needs their battery.",False
ORD207527,ID3967629954,2019-08-20,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",12950.0,77.91,-37.817031,144.9520465,0,13027.91,Winter,True,0.6534,my mom loves it! mom needed a new phone so got her this and she loves it,True
ORD000459,ID0317369535,2019-12-17,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Candle Inferno', 1), ('pearTV', 1)]",25870.0,75.14,-37.8070784,144.9556666,25,19477.64,Summer,False,0.9796,i bought these as a starter online browser. it is a very portable pad . great price.,True
ORD265586,ID2189485869,2019-03-21,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1)]",3450.0,66.56,-37.81115,144.9729569,5,3344.06,Autumn,False,,everything i expected overall i love the phone everything i expected from the universe s7 edge.,True
ORD375694,ID2975216733,2019-03-14,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 2)]",,68.99,-37.7993218,144.9590309,0,31453.99,Autumn,True,1.8209,unlock failed i can't unlock for mobile device not eligible forma unlock .i need help,False
ORD256825,ID4893634360,2019-07-04,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Candle Inferno', 2), ('Universe Note', 2)]",10215.0,78.6,-37.8139548,144.92984,5,9782.85,Winter,True,1.5218,five stars came on time and clean and works well!,True
ORD007778,ID0591258553,2019-01-08,Thompson,"[('Thunder line', 1), ('iAssist Line', 1)]",4405.0,83.84,-37.8239999,144.9537655,25,3387.59,Summer,True,1.3916,one star this is not unlocked for the browser,False
ORD193761,ID0049492954,2019-02-23,Nickolson,"[('Universe Note', 2), ('Thunder line', 1)]",9080.0,52.11,-37.8196559,144.9686385,25,6862.11,Summer,False,0.1428,no good!!!!,False
ORD166958,ID0579490624,2019-05-09,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220.0,63.62,-37.8170235,144.9515201,0,22283.62,Autumn,False,0.6227,quick service thank you,True
ORD410286,ID6167236693,2019-09-23,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1), ('pearTV', 2)]",17300.0,102.6,-37.8123737,144.9623874,5,16537.6,Spring,True,0.9362,alcon 6 it's all good. i don't have time for rating.,True
ORD240470,ID1132023820,2019-01-29,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",24445.0,89.6,-37.8173643,144.9460147,0,24534.6,Summer,True,0.5304,love it,True
ORD046222,ID4633638466,2019-11-05,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('Olivia x460', 2)]",27130.0,99.49,-37.8064157,144.9440786,10,24516.49,Spring,True,0.7446,amazing,True
ORD376338,ID5292513667,2019-10-30,Thompson,"[('Universe Note', 1), ('iStream', 2)]",3750.0,77.82,-37.8157298,144.9380366,15,3265.32,Spring,False,0.8641,no double tab for turn off screen note 9 don't have program for turn off screen with double tab on screen. most new smart phone have this program.,True
ORD006733,ID4294474616,2019-02-14,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('iStream', 1), ('Olivia x460', 1)]",10875.0,101.18,-37.8032166,144.97398,15,9344.93,Summer,True,1.7556,fastest phone ive ever had never going back to android...only con is battery life other this is a great phone needs more aps but has almost everything i need,True
ORD252126,ID6197209833,2019-01-08,Thompson,"[('Toshika 750', 2), ('pearTV', 1)]",14950.0,83.12,-37.8169827,144.9317622,5,14285.62,Summer,True,1.429,doesn't work anymore phone is practically useless after 4 months. a recent update has made it so it will not connect to the network.,False
ORD194353,ID0247532606,2019-07-26,Thompson,"[('iAssist Line', 1), ('Universe Note', 1)]",5675.0,77.81,-37.8179326,144.9511252,10,5185.31,Winter,True,0.6856,improved over the hd 7. things set up differently but not hard to learn. also a bit heavier than the 7 so reading in bed a little harder,True
ORD351626,ID1463547060,2019-05-11,Bakers,"[('iStream', 1), ('Universe Note', 1), ('Alcon 10', 1)]",12550.0,51.1,-37.818372,145.0015339,0,12601.1,Autumn,False,1.0847,more interaction is needed between other devices. too hard to remember opening statements to get thunder to respond.,False
ORD042448,ID0030943323,2019-08-14,Thompson,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675.0,79.37,-37.8021155,144.9416163,0,5754.37,Winter,True,1.2693,works well excellent,True
ORD099468,ID5668009842,2019-11-15,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Toshika 750', 2)]",20050.0,108.17,-37.8110215,145.015575,10,18153.17,Spring,True,1.7927,very user friendly. for the price best deal out there.,True
ORD107479,ID6167489369,2019-09-18,Thompson,"[('pearTV', 1), ('Thunder line', 1)]",8490.0,102.15,-37.8119751,144.9574745,0,8592.15,Spring,True,0.9184,good product. happy with my new phone good product. happy with my new phone. supreme deals 18 has awesome customer service too. the phone i ordered got lost in transit over the holodays and they overnighted me a replacement asap!,True
ORD118780,ID0245507511,2019-08-07,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2), ('pearTV', 1)]",13980.0,71.14,-37.7988615,144.9578438,5,13352.14,Winter,False,1.8061,battery drains fast the battery drains too fast but other wise good phone,True
ORD372815,ID1668523294,2019-02-08,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Toshika 750', 2)]",15540.0,77.99,-37.8215275,144.9617357,15,13286.99,Summer,True,0.7608,buyer beware it's not the real s8,False
ORD086583,ID0129279833,2019-05-08,Bakers,"[('Olivia x460', 2), ('Alcon 10', 2)]",20350.0,79.59,-37.8020804,144.9950531,5,19412.09,Autumn,True,0.8813,"lucent again! for the few days of use this phone has done nothing but delivered. fingerprint reader is responsive and easy to access, i'm getting almost 2 days of battery life with moderate use (results will vary when gaming). no lag so far. this was a good purchase.",True
ORD010329,ID2181275342,2019-04-12,Thompson,"[('iAssist Line', 2), ('iStream', 1)]",4600.0,80.7,-37.810944,144.9589427,10,4220.7,Autumn,True,1.0618,"i love it but my only issue is every time i ... i love it but my only issue is every time i go to make a phone call ""visual voicemail"" box pops up and i have to hit cancel",True
ORD064640,ID5959605033,2019-05-07,Bakers,"[('pearTV', 2), ('Universe Note', 1), ('Candle Inferno', 2), ('iStream', 1)]",17080.0,78.12,-37.8135696,144.9912567,0,17158.12,Autumn,True,0.5296,"this is not the droid turbo 2 i like lucentrola and have had several. beware, this phone has the standard, easily breakable screen. either get a protective case or buy the droid turbo 2 with the virtually unbreakable screen.",True
ORD004228,ID0589488560,2019-10-12,Nickolson,"[('pearTV', 2), ('Thunder line', 2)]",16980.0,77.32,-37.8199582,144.9587172,25,12812.32,Spring,False,0.9647,"phone perfect for needs! i normally only use my cell phone for emergencies, but this phone is very easy to use so i have found myself using it more often. switching between text modes is not as smooth as i would like, but for the price & its general use it's fine.",True
ORD060193,ID0778809779,2019-08-18,Thompson,"[('iAssist Line', 1), ('iStream', 2)]",2525.0,80.8,-37.799738,144.9573739,15,2227.05,Winter,True,1.7014,first smart phone my brother enjoys it has raved about it says it's his first smart phone and he's looking forward to using it.,True
ORD243583,ID0778942399,2019-07-06,Bakers,"[('Universe Note', 2), ('pearTV', 1)]",13210.0,82.77,-37.8145441,145.0141839,15,11311.27,Winter,True,1.7419,"gave to my grandchildren for christmas, would like to get another for the same price for another grandchild.",True
ORD413748,ID0667680185,2019-01-08,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Olivia x460', 2), ('Universe Note', 1)]",12360.0,55.58,-37.8132381,144.9715599,10,11179.58,Summer,False,0.6219,cheap this phone is very heavy even with a pop socket its hard to hold .. and the battery will last you one day .. if you dont talk or text too much. its very slow and the back pops off about 25 times a day . all the negative reviews are true !!,False
ORD349449,ID6197211186,2019-01-28,Thompson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585.0,83.49,-37.8149579,144.9275204,25,5022.24,Summer,False,1.7378,five stars i am loving it,True
ORD409041,ID0387700304,2019-03-04,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Thunder line', 1), ('Olivia x460', 1)]",8155.0,48.66,-37.8204674,144.9663312,15,6980.41,Autumn,False,0.3516,"horrible phone disappointed in the phone, when it arrived it didn’t turn on. i automatically thought it was a battery issue so i paid to have a new battery installed. after that it still didn’t turn on. pretty much trash never again!! one star for fast shipping.",False
ORD015428,ID1982456959,2019-11-18,Bakers,"[('Lucent 330S', 2), ('Universe Note', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",8520.0,101.26,-37.8175294,144.9959598,5,8195.26,Spring,True,0.841,five stars good product and excellent customer service. would buy again. thank you!,True
ORD314117,ID0591351805,2019-08-15,Nickolson,"[('pearTV', 1), ('Alcon 10', 2)]",24210.0,51.18,-37.8209535,144.9570374,5,23050.68,Winter,False,1.1313,convoy 2? maybe? i got the package today in the mail only to find just a charger and a battery. no phone! so mad!,False
ORD197481,ID1449266817,2019-02-05,Bakers,"[('iStream', 1), ('Lucent 330S', 2), ('pearTV', 1)]",8920.0,76.98,-37.816262,144.9835422,10,8104.98,Summer,False,1.2423,it is easily set to on bought it for my daughter. she loves it. only set back is it will turn on in her backpack and go off. it is easily set to on. she can't have that happening in school. keeps a charge for 2-3 days. very reliable.,True
ORD463467,ID6126066495,2019-11-14,Bakers,"[('Candle Inferno', 1), ('Thunder line', 2)]",4790.0,84.1,-37.8172742,145.0132878,10,4395.1,Spring,False,1.7826,not fake i was confused i thought this was fake. turns out the 3g version is matte colored and the 2g is glossy,True
ORD072956,ID0591435153,2019-07-05,Nickolson,"[('iStream', 2), ('pearTV', 1)]",6610.0,71.98,-37.8176985,144.9692462,15,5690.48,Winter,True,0.1033,five stars great phone even after being released a year ago.,True
ORD455415,ID0233315133,2019-02-16,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",24680.0,106.21,-37.7999603,144.9736911,10,22318.21,Summer,True,2.1061,solid buy phone has been solid especially for the price.,True
ORD467869,ID0529205664,2019-10-20,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Olivia x460', 2)]",13270.0,83.84,-37.8243004,144.9369768,0,,Spring,False,1.5693,quality excellent product,True
ORD413136,ID6167413260,2019-12-25,Nickolson,"[('Universe Note', 1), ('Thunder line', 1), ('iStream', 1), ('iAssist Line', 1)]",8005.0,70.11,-37.8136163,144.9656842,5,7674.86,Summer,False,0.6502,"four stars still very much in love with my xp 6. however, the charger has already developed a fault.",True
ORD225147,ID0660546021,2019-07-04,Bakers,"[('pearTV', 1), ('Universe Note', 2), ('Lucent 330S', 1), ('Toshika 750', 1)]",18760.0,59.27,,144.9908827,15,16005.27,Winter,True,0.443,deceptive ad wrong items,False
ORD083901,ID5457962366,2019-09-14,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('iStream', 1)]",10780.0,78.41,-37.8224787,144.9399782,15,9241.41,,False,1.2571,"excelent product excellent relationship quality price, stable, fast, good camera. recommendable",True
ORD338760,ID3215192057,2019-07-21,Thompson,"[('Candle Inferno', 1), ('iStream', 2), ('Thunder line', 1)]",2910.0,59.15,-37.8099896,144.9477885,25,2241.65,Winter,True,0.3054,"bad charging port i connected several different charging cords to this phone, purchased from buyspry, and none of them would reliably stay connected. these cords all work just fine with my old phone. sent back to seller and refund has been approved.",False
ORD290022,ID0030942265,2019-07-05,Thompson,"[('iStream', 2), ('Universe Note', 1)]",3750.0,72.71,-37.8110569,144.9503794,5,3635.21,Winter,True,0.3422,i love all of the things that it can do. i can play with it and learn from it.,True
ORD123204,ID0131107628,2019-08-19,Nickolson,"[('Candle Inferno', 2), ('iStream', 2), ('iAssist Line', 1), ('Thunder line', 1)]",5565.0,51.47,-37.8146506,144.9593159,0,5616.47,Winter,False,1.0014,one star not a good phone the power button quit working!,False
ORD431612,ID6167440966,2019-10-24,Nickolson,"[('Alcon 10', 1), ('pearTV', 1), ('Thunder line', 2), ('iAssist Line', 1)]",21845.0,99.79,-37.8152578,144.9634694,5,20852.54,Spring,True,0.6512,wonderful this phone works really well better than expected .. will definitely buy again thanks again,True
ORD231430,ID0260907240,2019-08-09,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550.0,83.42,-37.8218698,145.0103197,0,5633.42,Winter,True,1.8728,it's amazing my sister loves it,True
ORD025239,ID1725216525,2019-10-03,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('iAssist Line', 1), ('Candle Inferno', 2)]",11765.0,107.97,-37.8029493,144.9619552,25,8931.72,Spring,True,1.6987,"... have this phone for 2 months and im absolutely love it. 6' beautiful large phone i have this phone for 2 months and im absolutely love it. 6' beautiful large phone. i don't play games on my phone, dont watch video. calls, facebook, txt, internet average data use. charging every 3 days...!!!!",True
ORD047781,ID0266740008,2019-08-18,Bakers,"[('Thunder line', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",12355.0,65.47,-37.8233453,144.993547,10,11184.97,Winter,True,1.4934,not satisfied at all the phone did not hold charge and they were only going to give a refund $30 in the cost of the battery. i had to personally buy the battery out of pocket at$110.00. not satisfied at all.,False
ORD276249,ID4735909076,2019-07-07,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",,78.24,-37.804139,144.9498345,0,21288.24,Winter,True,0.9806,beautiful just like it,True
ORD143352,ID0370242178,2019-02-28,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910.0,103.46,-37.8004891,144.9715618,15,4276.96,Summer,True,2.0232,"so far it has worked well. not always intuitive as to how to link different devices, or ""skills"", but getting the hang of it.",True
ORD247688,ID0364850701,2019-05-29,Bakers,"[('Universe Note', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",17765.0,66.7,-37.8055792,144.9813172,10,16055.2,Autumn,True,1.3189,phone stopped working within 6 months and i've had a ... phone stopped working within 6 months and i've had a very hard time trying to activate my warranty or reach someone to discuss how to get my phone fixed. don't buy this phone if manufactured in vietnam!!,False
ORD152671,ID4271393506,2019-05-16,Nickolson,"[('iStream', 1), ('Olivia x460', 2), ('pearTV', 2)]",15220.0,66.92,-37.8149911,144.9593497,15,13003.92,Autumn,False,0.9827,great phone. had it for a year and still ... great phone. had it for a year and still is not suffering from lag like other phones i have had. works amazingly! camera is the bomb!,True
ORD104258,ID0170217605,2019-11-03,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550.0,99.61,-37.8099215,144.9912177,5,5372.11,Spring,True,0.3531,nice nice refurbished product. virtually flawless. detracting 1 star because the charger is a cheaply made in china.,True
ORD364246,ID0385026689,2019-04-08,Bakers,"[('iAssist Line', 1), ('Candle Inferno', 2)]",3085.0,65.37,-37.8006678,144.9975125,25,2379.12,Autumn,False,1.0576,its great for the money. looks and works like new. i'd buy another olivia in a minute. i would not buy a new one for full price. i hope this one lasts a long time but i don't know what to expect.,True
ORD079441,ID6167441023,2019-02-04,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('iStream', 1), ('Alcon 10', 1)]",12140.0,63.46,-37.8091486,144.9609023,5,11596.46,Summer,False,1.2783,one star never ordered never got iy,False
ORD434041,ID1492175313,2019-04-01,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('iStream', 2), ('Candle Inferno', 2)]",5845.0,71.88,-37.8026534,144.9634908,10,5332.38,Autumn,False,1.8248,"very pleased with my purchase of thunder smart speaker - love the fact that i can play music of different genre's whenever i want.had some trouble at first with the wi fi, but it is now working.",True
ORD384543,ID3114182131,2019-12-11,Nickolson,"[('iAssist Line', 2), ('iStream', 2), ('Lucent 330S', 2), ('Candle Inferno', 2)]",8070.0,75.25,-37.8110334,144.9635955,0,8145.25,Summer,False,0.9914,upgraded from my lilttle thunder line. happy with sound,
ORD071902,ID0844490198,2019-02-16,Thompson,"[('Candle Inferno', 1), ('iStream', 1)]",580.0,75.64,-37.8222216,144.949747,15,568.64,Summer,False,1.0887,perfect item.. perfect i have it for almost 1year and never a si for issue.. perfect condition like new.. thank you,True
ORD482818,ID0575381329,2019-12-11,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Universe Note', 2), ('Alcon 10', 1)]",20535.0,77.97,-37.8204016,144.9826808,5,19586.22,Summer,False,1.1719,it has replaced my clock and google mini on my nightstand.  outstanding little device.  i hope an update will give a simple face and font color options for the clock.,True
ORD004262,ID5648622173,2019-06-23,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",29860.0,83.55,-37.8002642,144.9635872,10,26957.55,Winter,True,2.0047,great for the price i paid! i use this phone for a dummy line on my account and for 9.99 you cant beat it. awesome for what i needed.,True
ORD131598,ID2759826600,2019-06-04,Nickolson,"[('Thunder line', 1), ('Olivia x460', 2), ('Lucent 330S', 2), ('Candle Inferno', 2)]",7950.0,63.85,-37.8105582,,0,8013.85,Winter,True,1.1134,"the phone arrived locked. after all the hassle, ... the phone arrived locked. after all the hassle, i had to buy one from the my carrier. without a phone for days...",False
